출처,형태,세부정보,작성자,날짜,내용,공감,비공감,답글수,원댓글ID
시리즈,연재본,,,2019-11-19 12:58,허스토리 끝장판이지ㅠㅜㅜ이 작품은 전세계에 알려져야 돼요 말리멀리 퍼졌으면,58,2,,
시리즈,연재본,,,2019-11-10 0:46,땡중은 머리털도 없는데 옷은 뭐하러 입냐,58,3,,
시리즈,연재본,,,2019-11-07 16:34,으 냄져..,58,4,,
시리즈,연재본,,,2019-09-14 6:20,스놈 저새끼 지 맘대로 청이가 휘둘리지 않으니까 불심을 증명하라는 말 같잖은 이유를 들어서 청이를 괴롭히네... 아오 빡쳐ㅠ 니나하라고 !!!,58,0,,
시리즈,연재본,,,2019-09-10 23:40,이거 진짜 갓띵작이야,58,0,,
시리즈,연재본,,,2019-09-04 15:24,저새끼 진작에 사지 찢어 죽였어야돼.. 하,58,0,,
시리즈,연재본,,,2019-08-30 16:16,진짜 속상하다..,58,0,,
시리즈,연재본,,,2019-08-27 15:33,아 세상에 세상에 ㅠㅠㅜㅜ,58,0,,
시리즈,연재본,,,2019-08-26 14:24,개새끼야,58,1,,
시리즈,연재본,,,2019-08-18 13:04,스놈새끼 제정신 아니네,58,0,,
시리즈,연재본,,,2019-08-14 16:35,빡..쳐..,58,0,,
시리즈,연재본,,,2019-08-02 9:29,저 스님 뒤져야함,58,1,,
시리즈,연재본,,,2019-07-25 17:13,아 이건 좀;,58,0,,
시리즈,연재본,,,2019-07-23 13:59,죽 . 어 .,58,0,,
시리즈,연재본,,,2019-07-15 11:00,아 저새끼 진짜 싫어,58,0,,
시리즈,연재본,,,2019-07-13 13:08,ㅜㅠㅜㅜ 으아ㅜㅠㅠㅜㅠ 청이 어떻게 해..ㅠㅜㅠㅠ,58,0,,
시리즈,연재본,,,2019-07-11 9:00,흐어어어엉ㅠㅠㅠㅠㅠ,58,0,,
시리즈,연재본,,,2019-07-10 15:56,아아... 진짜.... 청아.... 고생이... 고생이 너무 많다ㅠㅠㅠㅜㅠㅠㅠㅜㅠㅠ,58,0,,
시리즈,연재본,,,2019-07-09 16:23,탈룰라땜에 터짓네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,58,0,,
시리즈,연재본,,,2019-07-09 7:12,스짱 ㅋㅋㅋㅋㅋㅋㅋ 왜 아직도 살아있ㅈ,58,0,,
시리즈,연재본,,,2019-07-08 11:53,스님색끼 말뽄새봐,58,0,,
봄툰,연재본,그녀의 심청 : 42화,존나좋으면우는고라니,2020.04.11,"아이고 아이고.... 남자들 다 죽이고 여자끼리만 행복하자 아이고 아이고....이런 옘병 우라질
        썩을것들",57,,,
시리즈,연재본,,,2020-11-04 13:51,마님 이 상황 노린거... 맞죠..? 그렇다고 해줘요...,57,0,,
시리즈,연재본,,,2020-09-03 13:15,"윗 댓글처럼 정말 승상 부인과 뺑덕 어미, 며느리 등 청이를 제외한 여자들의 이름이 나오지 않은 건 우리 모두의 이름이기 때문인 거 같네요 너무 잘 읽었습니다 좋은 웹툰 감사해요",57,0,,
시리즈,연재본,,,2020-08-04 3:56,아름다운 외모가 권력이란 말이 사실 아니라는 게 청이의 깨달음을 통해 자연스럽게 드러나네요,57,0,,
시리즈,연재본,,,2020-07-17 14:21,ㅈㄹ 이게 뭐가 공정한판결이라는거야?,57,0,,
시리즈,연재본,,,2020-05-11 9:06,아 아니 스놈이 또...; 그 호미로 바깥의 스놈들 수련이나 도와주게 거세나 하지...;; 왜 멀쩡한 남의 옷을 찢고 난리야 미친넘이...;;;,57,0,,
시리즈,연재본,,,2020-03-12 10:38,아 댓창에 욕할수도 없고 진짜 사람성격 뭣같이 만드네,57,0,,
시리즈,연재본,,,2019-12-11 13:27,으아악 뭔일이야 설레ㅠㅠ,57,1,,
시리즈,연재본,,,2019-11-09 14:15,저 비구새끼 미간을 패버리고싶다.,57,1,,
시리즈,연재본,,,2019-11-09 12:39,내손으로는 널 절대 안놓을거야ㅜㅜㅜㅜㅜㅜㅜ아 너무 눈물나요ㅜㅜㅜㅜㅜㅜㅜㅜ,57,0,,
시리즈,연재본,,,2019-11-09 12:36,개잡놈들아ㅜㅜㅜㅜㅜㅜㅜ,57,0,,
시리즈,연재본,,,2019-09-10 14:48,부처도 죽여버리려는 땡중새끼 (응 부처님 보는 눈 있으시네,57,0,,
시리즈,연재본,,,2019-09-04 11:31,"제정신이냐고 저 땡중새끼 죽여버린다 삼천배라니 저건 미친짓이라고 니가먼저 해보라고 진짜.,하",57,1,,
시리즈,연재본,,,2019-08-24 14:35,이건 소장입니다 작가님 사랑합니다,57,0,,
시리즈,연재본,,,2019-08-23 13:42,"잘봤습니다.. 처음부터 끝까지 완벽하네요. 많은 생각을 하게 해주네요. 명작중의 명작입니다. 너무 와닿네요. 잘못된 것을 깨닫고 세상 밖으로 나아가느냐, 아니면 잘못된 것임을 알면서도 규중화초처럼 조용히 순응하느냐. 보면서 내내 가슴 먹먹하고 분노하기도 하고 기쁘기도 하고.. 최고의 웹툰이었습니다.",57,1,,
시리즈,연재본,,,2019-07-30 6:38,개울가를 건너는 청이와 마님 저들에겐 추억,57,0,,
시리즈,연재본,,,2019-07-19 10:35,땡중,57,0,,
시리즈,연재본,,,2019-07-15 0:37,제발좀꺼져 스새끼야,57,0,,
시리즈,연재본,,,2019-07-14 4:50,아 개설레,57,0,,
봄툰,연재본,그녀의 심청 : 63화,봄툰러f39d60,2020.06.21,땡중 미친색갸,56,,,
시리즈,연재본,,,2020-08-16 1:23,스놈새끼가 심청이 가스라이팅하네 ㅅㅂ;;,56,0,,
시리즈,연재본,,,2020-08-09 16:50,사람한테 저거라니..,56,0,,
시리즈,연재본,,,2020-07-22 17:28,땡중 죽나요?? 오 부처님 은혜 감사합니다 사랑합니다 붓다쓰홀리어택ㅡ 나무아미타불관세음보살 이 우매한 쌉노무새키 이번생은 글렀어 윤회해라 윤회해,56,1,,
시리즈,연재본,,,2020-07-21 16:59,미쳤다 진짜ㅠㅠㅠ!! 외전 너무 좋아요!!!ㅠ,56,0,,
시리즈,연재본,,,2020-06-27 13:22,하아 씁쓸하다 씁쓸해...ㅠㅠ 여성은 저렇게 '여성스러워여만' 살아남을 수 있는 건가? 어서 현실을 바꿔야 해,56,1,,
시리즈,연재본,,,2020-06-21 13:06,덕이 너무 귀여워 ㅋㅋㅋㄱㅋ,56,0,,
시리즈,연재본,,,2020-05-25 13:54,존나 싫다 진짜.... 땡중새끼....,56,0,,
시리즈,연재본,,,2020-05-17 14:53,아!!!!!!!!!!!! 진짜 돌앗나 미친나,56,0,,
시리즈,연재본,,,2020-02-14 4:48,설렌다.....,56,1,,
시리즈,연재본,,,2020-02-07 16:09,찌질한 남자놈들,56,1,,
시리즈,연재본,,,2020-02-06 4:49,읽는데 자꾸 눈물나ㅠㅠㅠ,56,0,,
시리즈,연재본,,,2020-02-06 3:33,와 이번화 대박이다.. 비명지름 마지막 청이 표정에서ㅜㅜㅜㅜ,56,0,,
시리즈,연재본,,,2020-01-29 15:49,토나와 다죽여버려,56,0,,
시리즈,연재본,,,2020-01-13 17:41,저 약도 함정일 듯..,56,0,,
시리즈,연재본,,,2019-12-11 23:29,스 좀 꺼져;,56,0,,
시리즈,연재본,,,2019-11-10 13:42,진짜 너무 빡친다,56,0,,
시리즈,연재본,,,2019-08-24 17:02,아 속이 다 시원하다,56,0,,
시리즈,연재본,,,2019-08-15 16:30,세상에 너무 끔찍해,56,0,,
시리즈,연재본,,,2019-08-03 15:04,헐 그럼 쥐우린물,56,0,,
시리즈,연재본,,,2019-08-03 14:26,사랑해요 마님...,56,0,,
시리즈,연재본,,,2019-07-14 16:14,명언 대 잔치,56,1,,
시리즈,연재본,,,2019-07-08 8:36,시 월 드 의 예 감,56,0,,
봄툰,연재본,그녀의 심청 : 64화,사랑햐오,2020.07.12,저 스님 더 고통스럽게 죽었으면 했지만 이리 허무하게 퇴장하는게 딱 맞는 처우같다,55,,,
봄툰,연재본,그녀의 심청 : 56화,존나좋으면우는고라니,2020.04.11,진짜 너무 잘 그리셔서 보기만 하는데도 딥딥딥빡친다,55,,,
시리즈,연재본,,,2020-11-26 16:02,ㅋㅋㅋㅋ이만화는 개그 스릴러 로맨스 다들어가는거 같아. 제 머리에 골고루 넣어주시군요.,55,0,,
시리즈,연재본,,,2020-10-05 21:30,근데 지금도 남자 여자를 떠나서 피해자 보고 참으라고만 한다. 난 어릴적부터 참는게 이기는거다란 말 진짜 싫었음. 일본보고 역사왜곡 한다고 하지만 우리나라 또한 기득권이 서민층 선동질 시키는거 또한 만만치 않다. 이게 다 왜 공부를 해야 하는가를 가르키는게 아닌 무작정 공부해라 시스템이라 그런다,55,5,,
시리즈,연재본,,,2020-08-22 13:14,와.. 연출 너무 좋다 ...,55,0,,
시리즈,연재본,,,2020-06-29 10:40,청이 진짜 개찐사랑이다,55,0,,
시리즈,연재본,,,2020-06-26 17:03,아니 저 땡중새끼가 미쳤나,55,0,,
시리즈,연재본,,,2020-06-17 14:50,말 눈 돌은거봐ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅜㅜㅜ영화같아요..그림도 스토리도 넘 좋음,55,0,,
시리즈,연재본,,,2020-06-16 22:09,뺑덕어미 일행과 청이 일행은 다시 만나는 외전은 없나요?,55,0,,
시리즈,연재본,,,2020-06-08 13:27,새장속에 갖혀살던 새가 자유를 찾아 날아가는 것 같아...,55,0,,
시리즈,연재본,,,2020-04-29 17:45,소름돋아,55,0,,
시리즈,연재본,,,2020-04-18 17:46,한남 등장,55,3,,
시리즈,연재본,,,2020-02-27 1:25,저색 기... 그 많은 일이 있을 땐 코빼기도 안보이다가 또 뭘 어떻게 들쑤시려고 튀어나왔냐,55,0,,
시리즈,연재본,,,2020-01-01 8:50,이거 찐지엘이래매요 너무 좋을거 같은데,55,2,,
시리즈,연재본,,,2019-12-06 13:08,미쳤다...처음부터 끝까지 철저하게 여러가지의미로 미치지 않은 게 없어...미치겠어...,55,1,,
시리즈,연재본,,,2019-11-09 12:32,그래 그런 옛날 이야기따위 마님과 청이의 일과는 이제 상관없어ㅠㅜㅜㅜ둘이 영원히 행쇼해ㅠㅜㅜ,55,0,,
시리즈,연재본,,,2019-10-25 16:40,드러운 빡빡대갈쓰바쓰,55,0,,
시리즈,연재본,,,2019-10-20 13:03,어.... 저거 자기 믿게하려고한건 자작극한건 아니겠지? 요즘 통수 전개를 너무 많이봐서.....,55,1,,
시리즈,연재본,,,2019-09-30 12:00,아 미쳤다 진짜 미쳤다 트친이 추천해줘서 봤는데 여성 인권에 대한 옛 이야기와 효녀심청 이야기를 잘 믹스해서 만든 별 10개를 줘도 모자를 작품...사랑합니다...,55,0,,
시리즈,연재본,,,2019-08-05 1:34,안되 청아아 ㅏㅏㅏㅏㅏㅏㅏㅏ,55,1,,
시리즈,연재본,,,2019-08-03 3:36,스님 좀 죽여줘......그리고 이게 뭔 귀신이 씨나락 까목는 소리여참 답담하네....,55,1,,
시리즈,연재본,,,2019-07-29 15:42,마님 얼굴 어떡해 ㅜㅜㅜㅜㅜ,55,0,,
시리즈,연재본,,,2019-07-27 15:14,연인들 데이트하는것 같네,55,0,,
시리즈,연재본,,,2019-07-25 4:51,암...암에 걸릴 것같아............,55,7,,
시리즈,연재본,,,2019-07-19 5:48,언니 왔다,55,0,,
시리즈,연재본,,,2019-07-16 14:20,으에... 뭔가요.. 울 마님 괴롭히는 거 누구야... (번뜩),55,0,,
시리즈,연재본,,,2019-07-13 14:06,ㅜㅜㅜㅜㅜㅜㅜㅜ 모든 속박에 얽매인 가장 여리디여린 소녀들 ㅜ,55,8,,
시리즈,연재본,,,2019-07-09 16:21,중간에 탈룰라ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,55,0,,
시리즈,연재본,,,2019-07-08 14:29,이미 타 플랫폼에서 결제해서 봤지만 또 보고 싶어서 보러왔습니다 저스툰에 있는 외전 빨리 가져와라,55,0,,
시리즈,연재본,,,2019-07-08 8:49,으 악 마 님,55,0,,
시리즈,연재본,,,2019-07-08 7:42,와,55,0,,
봄툰,연재본,그녀의 심청 : 38화,-,2020.07.04,"음 꼬치가 문제니까 치마 말고 고걸 자르면 해결되는걸~ 차암 스님도 생각이 조금 짧으시네
        ^^~...",54,,,
시리즈,연재본,,,2020-10-25 1:14,ilas 노잼 컨셉충인가... 뭐가 됏던 꾸준히 쿠키바치는 것 같아서 그거 하나는 잘된듯,54,1,,
시리즈,연재본,,,2020-10-04 8:17,울고 웃고 감탄하며 봤어요.. 과연 이 작품을 단순 각색된 이야기라고만 볼 수 있을까 싶어요 수 많은 여성들의 목숨을 저버리고 세운 열녀비 효녀비.. 많은 생각을 하게 되네요,54,0,,
시리즈,연재본,,,2020-08-29 0:58,와... 진짜 누구에게 아름다운 이야기인지는 원작에서도 안나온걸로 아는데 세리님 스토리 진짜 잘쓰신다...,54,0,,
시리즈,연재본,,,2020-06-22 13:06,진짜 소리지르며 봤습니다 너무 사랑하는작품 심청,54,0,,
시리즈,연재본,,,2020-05-10 13:15,저렇게까지 해야 살아남을 수 있다는게 넘 슬프다ㅠㅠ,54,0,,
시리즈,연재본,,,2020-05-09 13:25,마님 졸라 멋지다..,54,0,,
시리즈,연재본,,,2020-04-19 11:58,마님 혹시 지금 청이와 도주하고 싶으시면 당근을...! 제가 흔들겠습니다!!! 빨리 둘이 떠나자! 뺑덕어미! 여긴 사람 살 곳이 아니여! 괴물소굴이라고!!,54,0,,
시리즈,연재본,,,2020-02-17 6:47,마님 드디어!! 드디어!!!,54,0,,
시리즈,연재본,,,2020-02-06 2:54,뭐긴 뭐야 사랑이지,54,0,,
시리즈,연재본,,,2020-01-29 18:08,미친 개잡놈들아,54,0,,
시리즈,연재본,,,2020-01-25 12:19,찡그린 표정도 너무..... 흐흑,54,0,,
시리즈,연재본,,,2019-11-13 13:08,아진짜애비놈아....,54,0,,
시리즈,연재본,,,2019-11-10 13:45,들킬까봐 조마조마...약도들키노코...,54,0,,
시리즈,연재본,,,2019-10-15 15:55,이렇게 가슴 아픈 만화는 처음이에요 ㅠ ㅠ,54,0,,
시리즈,연재본,,,2019-08-23 12:40,뭔가... 드디어 사이다 한 방울 먹은 느낌? 다음편엔 사이다가 폭포수처럼 떨어지겠죠? 네? 그렇죠 작가님????,54,1,,
시리즈,연재본,,,2019-08-05 0:56,노렷네 이새키ㅎㅎㅎ,54,2,,
시리즈,연재본,,,2019-08-04 10:44,유모ㅠ,54,0,,
시리즈,연재본,,,2019-08-02 10:16,저 무릎 뭐지?,54,4,,
시리즈,연재본,,,2019-07-29 17:30,옛날이야기든 사람들의 시선이든 뭐든 너희랑 상관없어. 그니까 행복하렴!!!,54,0,,
시리즈,연재본,,,2019-07-22 11:29,지참금ㅠㅠㅠㅠㅠㅠㅠ귀한 분께 시집ㅠㅠㅠㅠㅠㅠ엉ㅇ엉 백합물 최고 작가님 천재야ㅠㅠㅠㅠㅠㅠㅠ,54,2,,
시리즈,연재본,,,2019-07-20 20:30,마님.. ....ㅠㅠㅠ,54,0,,
시리즈,연재본,,,2019-07-16 13:06,마님..,54,0,,
시리즈,연재본,,,2019-07-09 6:13,꺼져 잡것들아 우리 청이 괴롭히지 말라고!!,54,1,,
시리즈,연재본,,,2019-07-09 3:09,너무 재밌어서 일도 안하고 정주행중이요 ㅋ 와 몰입도 최고입니다청이도 마님도 마음이 아프네요ㅠ,54,0,,
봄툰,연재본,그녀의 심청 : 27화,-,2020.07.24,"스놈자식 청이 아끼는 척 챙기는 척은 다하면서 꼬박꼬박 거렁뱅이라고 부르는 거 봐 ㅡㅡ 밥이나
        먹이든가",53,,,
시리즈,연재본,,,2020-11-15 13:07,ㄹㅇ 니가 내 머리채 잡았는데 왜 내 머리카락을 끊냐? 니 팔을 잘라야지 ㅋㅋ,53,0,,
시리즈,연재본,,,2020-10-16 14:45,좋은사람인척 자신의 신념을 다른사람에게 이입하는 중이나 철없는 아버지 정말 짜증난다 다들 좋은사람인척하며 엿먹이는게 아주 아주~~!!,53,0,,
시리즈,연재본,,,2020-07-13 14:01,와 작가님 리얼천재......,53,0,,
시리즈,연재본,,,2020-06-21 10:23,말탄 뺑덕어멈 빛 효괔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,53,0,,
시리즈,연재본,,,2020-05-28 9:41,아니 그래서 마님 이름은요....!!!!!?????,53,0,,
시리즈,연재본,,,2020-02-07 14:27,시발 디져 제발 디져 우리애 앞길 망치지 말고 골로 가라고,53,0,,
시리즈,연재본,,,2020-01-29 13:47,용왕이 여성체인지 아닌지 어케알아요..??,53,2,,
시리즈,연재본,,,2020-01-19 17:41,정말 해도해도 너무한다! 벽에대고 소리쳐도 이리답답하진안겠네!!,53,0,,
시리즈,연재본,,,2019-11-12 13:05,다 죽여라,53,1,,
시리즈,연재본,,,2019-11-11 14:03,멋지다 마님.,53,0,,
시리즈,연재본,,,2019-11-09 9:49,둘다 세트로 죽어...,53,0,,
시리즈,연재본,,,2019-11-07 6:38,저 스님 xx도 그렇지만 청이도 사람 구하느라 손 다쳤는데 왜 아무도 몰라주는거야ㅠㅠ,53,0,,
시리즈,연재본,,,2019-09-24 13:06,여론전ㅋㅋㅋㅋㅋㅋ와우!!,53,0,,
시리즈,연재본,,,2019-09-22 5:11,그래 그냥 나쁜 새끼가 아니라 제대로 나쁜 새끼였구나,53,0,,
시리즈,연재본,,,2019-07-18 0:05,스님 쓰레기,53,0,,
시리즈,연재본,,,2019-07-14 15:23,정말 멋진 작품입니다저는 아낌없이 돈을 썻지만 이 좋은 스토리와 철학을 많은 사람들이 볼 수 잇게 네이버에서 연재로 선보여주셔도 좋을 것 같습니다,53,0,,
시리즈,연재본,,,2019-07-14 12:22,스놈샛기 제발 사라져ㅜ,53,0,,
시리즈,연재본,,,2019-07-08 12:43,아이고 울 청이ㅠㅠㅠㅠ,53,0,,
봄툰,연재본,그녀의 심청 : 57화,김루엔,2020.06.29,"하.. 화난다 여성의 이름을 지우고 남성의 이름으로 세상에 알려진 작품이 얼마나 많을까 또 역사에서
        얼마나 많은 여성의 이름이 지워졌을까",52,,,
봄툰,연재본,그녀의 심청 : 44화,봄툰러e20b03,2019.07.31,"근데 뺑덕어미는 아무리 미혼모여도 저렇게 미신에 대한 믿음이 강한 동네에서 용한 점쟁이로 이름
        났는데도 사람들이 저렇게까지 깔보고 가난할까요",52,,,
봄툰,연재본,그녀의 심청 : 44화,봄툰러e20b03,2019.07.31,"근데 뺑덕어미는 아무리 미혼모여도 저렇게 미신에 대한 믿음이 강한 동네에서 용한 점쟁이로 이름
        났는데도 사람들이 저렇게까지 깔보고 가난할까요",52,,,
시리즈,연재본,,,2022-10-16 13:40,히히 좋다... 둘이 천년만년 행복하렴,52,0,,
시리즈,연재본,,,2020-11-15 14:10,외국인이라뇨ㅋㅋㅋ 스토리작가분 서울대 사범대 나오셨고 현직교사신데요 ㅋㅋㅋ,52,4,,
시리즈,연재본,,,2020-10-17 4:59,아니야 덕아...아니야.....ㅠㅠㅠㅠ뺑덕언니가 널 버릴 리 없는데...안쓰럽다ㅠㅠㅠ,52,0,,
시리즈,연재본,,,2020-08-25 0:49,애비야 너 청이 없었으면 진작 죽었어 도둑질 안하고 그렇게 살고싶으면 청이꺼 뺏어먹어서 청이 굶게하지 말고 니가 밥 얻어오든가,52,0,,
시리즈,연재본,,,2020-05-27 3:21,아니 저 미친,52,0,,
시리즈,연재본,,,2020-04-27 17:00,옷값내놔 도라이야,52,0,,
시리즈,연재본,,,2020-04-11 1:17,이 작가님들이 콩쥐전 각색하시면 어떤 이야기가 나올지 짐작도 안간다 현기증 나요 빨리 전통 고전 또 각색해주세요,52,0,,
시리즈,연재본,,,2020-04-08 6:58,땡중새끼네,52,0,,
시리즈,연재본,,,2020-02-25 16:03,그래 죽어라 좀 그 목숨 니가 그리 아끼는 부처님한테 바쳐라,52,0,,
시리즈,연재본,,,2020-01-24 15:16,오래비 .ㅇ..개놈아,52,0,,
시리즈,연재본,,,2019-12-20 10:48,ㅋㅋ며느님 안녕히가세요,52,0,,
시리즈,연재본,,,2019-11-17 16:14,셋 다 잘 되길,52,0,,
시리즈,연재본,,,2019-11-12 23:41,자~는 뭔 머릿털만 읎는게 아니라 버르장머리랑 눈치도 없노ㅡㅡ,52,0,,
시리즈,연재본,,,2019-11-12 12:35,처음부터 신부가 필요없었다고 해서 그런가? 그러기엔 용인데...,52,1,,
시리즈,연재본,,,2019-11-10 2:58,청아ㅜㅜㅜㅜㅜㅜㅜ,52,0,,
시리즈,연재본,,,2019-11-05 12:18,신라 때 기록 보면 다음생에는 성불할 수 있게 남자로 태어나게 해달라고 소원 빌었다고해요. 배경이 언젠지 정확히 모르지만 예전 불교 교리에는 남성만 성불가능하고 전생에 죄를 지어 현생에 여자로 태어난 거라는 교리가 있었나봐요.,52,2,,
